menu_fd_Code,menu_fd_Nm,menu_upper_Fd_Group_Nm,menu_fd_Group_Nm,menu_fd_Wgh,ingredient_fd_Code,ingredient_food_Code,ingredient_food_Nm,ingredient_fd_Eng_Nm,ingredient_nation_Std_Food_Grupp_Code_Nm,ingredient_origin_Code_Nm,ingredient_food_Wgh,ingredient_allrgy_Info,ingredient_onslf_Std_Food_Grupp_Nm,ingredient_amplt_Cl_Nm
D051215,유부맑은국,,,35.50,D051215,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D051215,유부맑은국,,,35.50,D051215,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D051215,유부맑은국,,,35.50,D051215,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,0.50,대두(콩),null,null
D051216,유부어묵국,,,84.03,D051216,F02568,어묵 국물,"Eomuk, Fried fish paste, Broth",어패류 및 기타 수산물,농진청,30.00,밀,null,null
D051216,유부어묵국,,,84.03,D051216,F02566,어묵,"Eomuk, Fried fish paste",어패류 및 기타 수산물,농진청,30.00,밀,null,null
D051216,유부어묵국,,,84.03,D051216,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,20.00,null,null,null
D051216,유부어묵국,,,84.03,D051216,F00474,"두부, 유부","Tofu, Deep-fried thin slices of pressed tofu(Yubu)",두류,농진청,2.00,대두(콩),null,null
D051216,유부어묵국,,,84.03,D051216,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D051216,유부어묵국,,,84.03,D051216,F02875,"소금, 천일염","Salt(Sogeum), Sun-dried salt",조미료류,농진청,0.03,null,null,null
D051217,재첩미역국,,,29.00,D051217,F02406,"재첩, 생것","Marsh clam, Raw",어패류 및 기타 수산물,null,20.00,"어패류(굴, 전복, 홍합 포함)",null,null
D051217,재첩미역국,,,29.00,D051217,F02599,"미역, 말린것","Sea mustard, Dried",해조류,농진청,3.00,null,null,null
D051217,재첩미역국,,,29.00,D051217,F02878,"소금, 천일염, 소금꽃","Salt(Sogeum), Sun-dried salt, Flower salt",조미료류,농진청,2.00,null,null,null
D051217,재첩미역국,,,29.00,D051217,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,2.00,대두(콩),null,null
D051217,재첩미역국,,,29.00,D051217,F02928,"후추, 흰색, 가루","Pepper, White, Powder",조미료류,JAPAN,1.00,null,null,null
D051217,재첩미역국,,,29.00,D051217,F02688,들기름,Perilla seed oil,유지류,농진청,1.00,null,null,null
D051218,전복미역국,,,29.50,D051218,F02411,"전복, 둥근전복, 생것","Disk abalone, Raw",어패류 및 기타 수산물,null,20.00,"어패류(굴, 전복, 홍합 포함)",null,null
D051218,전복미역국,,,29.50,D051218,F02598,"미역, 생것","Sea mustard, Wild, Raw",해조류,null,5.00,null,null,null
D051218,전복미역국,,,29.50,D051218,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D051218,전복미역국,,,29.50,D051218,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D051218,전복미역국,,,29.50,D051218,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,1.00,대두(콩),null,null
D051218,전복미역국,,,29.50,D051218,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D051219,조개맑은국,,,43.60,D051219,F02416,"조개, 가무락조개, 생것","Chinese cyclina, Raw",어패류 및 기타 수산물,null,40.00,"어패류(굴, 전복, 홍합 포함)",null,null
D051219,조개맑은국,,,43.60,D051219,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D051219,조개맑은국,,,43.60,D051219,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.00,null,null,null
D051219,조개맑은국,,,43.60,D051219,F02878,"소금, 천일염, 소금꽃","Salt(Sogeum), Sun-dried salt, Flower salt",조미료류,농진청,0.50,null,null,null
D051219,조개맑은국,,,43.60,D051219,F00632,"고추, 청양고추, 생것","Hot pepper(Gochu), Cheongyang, Green, Raw",채소류,농진청,0.50,null,null,null
D051219,조개맑은국,,,43.60,D051219,F00622,"고추, 빨간색, 생것","Hot pepper(Gochu), Red, Raw",채소류,농진청,0.50,null,null,null
D051219,조개맑은국,,,43.60,D051219,F02928,"후추, 흰색, 가루","Pepper, White, Powder",조미료류,JAPAN,0.10,null,null,null
D051220,참치미역국,,,52.01,D051220,F01979,"다랑어, 가다랑어, 통조림, 유지","Skipjack tuna, Canned in oil",어패류 및 기타 수산물,농진청,40.00,null,null,null
D051220,참치미역국,,,52.01,D051220,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,5.00,대두(콩),null,null
D051220,참치미역국,,,52.01,D051220,F02598,"미역, 생것","Sea mustard, Wild, Raw",해조류,null,4.00,null,null,null
D051220,참치미역국,,,52.01,D051220,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D051220,참치미역국,,,52.01,D051220,F03109,"까나리, 액젓","Sandlance, Fish sauce, Salt-fermented",어패류 및 기타 수산물,농진청,1.00,null,null,null
D051220,참치미역국,,,52.01,D051220,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D051220,참치미역국,,,52.01,D051220,F02878,"소금, 천일염, 소금꽃","Salt(Sogeum), Sun-dried salt, Flower salt",조미료류,농진청,0.01,null,null,null
D051221,팽이맑은국,,,46.00,D051221,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,20.00,null,null,null
D051221,팽이맑은국,,,46.00,D051221,F01257,"팽이버섯, 생것","Winter mushroom(Paengi-beoseot), Raw",버섯류,농진청,15.00,null,null,null
D051221,팽이맑은국,,,46.00,D051221,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,5.00,null,null,null
D051221,팽이맑은국,,,46.00,D051221,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D051221,팽이맑은국,,,46.00,D051221,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D051221,팽이맑은국,,,46.00,D051221,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D051221,팽이맑은국,,,46.00,D051221,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.50,null,null,null
D051221,팽이맑은국,,,46.00,D051221,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D051222,호박양파국,,,31.50,D051222,F01182,"호박, 애호박, 생것","Pumpkin, Young, Raw",채소류,농진청,15.00,null,null,null
D051222,호박양파국,,,31.50,D051222,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,10.00,null,null,null
D051222,호박양파국,,,31.50,D051222,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D051222,호박양파국,,,31.50,D051222,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D051222,호박양파국,,,31.50,D051222,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,1.00,대두(콩),null,null
D051222,호박양파국,,,31.50,D051222,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D051222,호박양파국,,,31.50,D051222,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D051223,홍게달걀국,,,124.00,D051223,F02462,"게, 붉은대게, 생것","Red snow crab, Raw",어패류 및 기타 수산물,null,50.00,게,null,null
D051223,홍게달걀국,,,124.00,D051223,F00472,"두부, 순두부","Tofu, Unpressed",두류,농진청,40.00,대두(콩),null,null
D051223,홍게달걀국,,,124.00,D051223,F01875,"달걀, 생것","Egg(Dalgyal), Whole, Raw",난류,농진청,20.00,난류,null,null
D051223,홍게달걀국,,,124.00,D051223,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,8.00,null,null,null
D051223,홍게달걀국,,,124.00,D051223,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,3.00,null,null,null
D051223,홍게달걀국,,,124.00,D051223,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D051223,홍게달걀국,,,124.00,D051223,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D051223,홍게달걀국,,,124.00,D051223,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D051224,홍합미역국,,,28.00,D051224,F02438,"담치, 참담치(홍합), 생것","Hard shelled mussel, Raw",어패류 및 기타 수산물,null,20.00,"어패류(굴, 전복, 홍합 포함)",null,null
D051224,홍합미역국,,,28.00,D051224,F02599,"미역, 말린것","Sea mustard, Dried",해조류,농진청,3.00,null,null,null
D051224,홍합미역국,,,28.00,D051224,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,2.00,대두(콩),null,null
D051224,홍합미역국,,,28.00,D051224,F02928,"후추, 흰색, 가루","Pepper, White, Powder",조미료류,JAPAN,1.00,null,null,null
D051224,홍합미역국,,,28.00,D051224,F02878,"소금, 천일염, 소금꽃","Salt(Sogeum), Sun-dried salt, Flower salt",조미료류,농진청,1.00,null,null,null
D051224,홍합미역국,,,28.00,D051224,F03109,"까나리, 액젓","Sandlance, Fish sauce, Salt-fermented",어패류 및 기타 수산물,농진청,1.00,null,null,null
D051225,홍합살무국,,,71.00,D051225,F02438,"담치, 참담치(홍합), 생것","Hard shelled mussel, Raw",어패류 및 기타 수산물,null,30.00,"어패류(굴, 전복, 홍합 포함)",null,null
D051225,홍합살무국,,,71.00,D051225,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,30.00,null,null,null
D051225,홍합살무국,,,71.00,D051225,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,4.00,null,null,null
D051225,홍합살무국,,,71.00,D051225,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,2.00,null,null,null
D051225,홍합살무국,,,71.00,D051225,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D051225,홍합살무국,,,71.00,D051225,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D051225,홍합살무국,,,71.00,D051225,F00632,"고추, 청양고추, 생것","Hot pepper(Gochu), Cheongyang, Green, Raw",채소류,농진청,1.00,null,null,null
D051225,홍합살무국,,,71.00,D051225,F00622,"고추, 빨간색, 생것","Hot pepper(Gochu), Red, Raw",채소류,농진청,1.00,null,null,null
D051226,황태달걀국,,,87.80,D051226,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,40.00,null,null,null
D051226,황태달걀국,,,87.80,D051226,F01875,"달걀, 생것","Egg(Dalgyal), Whole, Raw",난류,농진청,30.00,난류,null,null
D051226,황태달걀국,,,87.80,D051226,F02069,"명태, 황태, 포, 말린것","Alaska pollock, Frozen and dried, Strip",어패류 및 기타 수산물,농진청,10.00,null,null,null
D051226,황태달걀국,,,87.80,D051226,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,2.00,대두(콩),null,null
D051226,황태달걀국,,,87.80,D051226,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D051226,황태달걀국,,,87.80,D051226,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.50,null,null,null
D051226,황태달걀국,,,87.80,D051226,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D051226,황태달걀국,,,87.80,D051226,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D051226,황태달걀국,,,87.80,D051226,F02875,"소금, 천일염","Salt(Sogeum), Sun-dried salt",조미료류,농진청,0.30,null,null,null
D051227,황태미역국,,,19.30,D051227,F02069,"명태, 황태, 포, 말린것","Alaska pollock, Frozen and dried, Strip",어패류 및 기타 수산물,농진청,10.00,null,null,null
