no,fd_Code,upper_Fd_Grupp_Nm,fd_Grupp_Nm,fd_Nm,fd_Wgh,food_Cnt
390,D021002,과자 및 빵류,빵류,곰보빵,80.00,1
391,D021003,과자 및 빵류,빵류,단팥빵,80.00,1
392,D021004,과자 및 빵류,빵류,도우넛(링),80.00,1
393,D021005,과자 및 빵류,빵류,도우넛(팥),80.00,1
394,D021006,과자 및 빵류,빵류,바게트빵,80.00,1
395,D021007,과자 및 빵류,빵류,식빵(옥수수),100.00,1
396,D021009,과자 및 빵류,빵류,토스트,100.00,1
397,D021010,과자 및 빵류,빵류,팬케이크,78.00,4
398,D021011,과자 및 빵류,빵류,프렌치토스트,191.00,5
399,D021012,과자 및 빵류,빵류,"피자(슈퍼슈프림, 냉동)",150.00,1
400,D021013,과자 및 빵류,빵류,핫도그(냉동),60.00,1
401,D021014,과자 및 빵류,빵류,햄버거(소고기패티),150.00,1
402,D021023,과자 및 빵류,빵류,꽈배기빵,100.00,1
403,D021024,과자 및 빵류,빵류,롤빵(하드),100.00,1
404,D021025,과자 및 빵류,빵류,롤빵(소프트),100.00,1
405,D021026,과자 및 빵류,빵류,마늘빵,100.00,1
406,D021027,과자 및 빵류,빵류,머핀(우유),100.00,1
407,D021028,과자 및 빵류,빵류,모닝빵,100.00,1
408,D021029,과자 및 빵류,빵류,모카빵,100.00,1
409,D021030,과자 및 빵류,빵류,베이글,100.00,1
410,D021031,과자 및 빵류,빵류,식빵,100.00,1
411,D021032,과자 및 빵류,빵류,식빵(우유),100.00,1
412,D021033,과자 및 빵류,빵류,옥수수빵,100.00,1
413,D021034,과자 및 빵류,빵류,잼빵,100.00,1
414,D021035,과자 및 빵류,빵류,찐빵(팥),100.00,1
415,D021036,과자 및 빵류,빵류,찐빵(채소),100.00,1
416,D021037,과자 및 빵류,빵류,찐빵(단호박),100.00,1
417,D021038,과자 및 빵류,빵류,카스텔라,100.00,1
418,D021039,과자 및 빵류,빵류,크로와상,100.00,1
419,D021042,과자 및 빵류,빵류,크로켓(채소),200.00,2
420,D021043,과자 및 빵류,빵류,크림빵,100.00,1
421,D021045,과자 및 빵류,빵류,페이스트리,100.00,1
422,D021046,과자 및 빵류,빵류,치즈 페이스트리,100.00,1
423,D021047,과자 및 빵류,빵류,과일 페이스트리,100.00,1
424,D021048,과자 및 빵류,빵류,붕어빵,100.00,1
425,D021049,과자 및 빵류,빵류,소시지빵,100.00,1
426,D021050,과자 및 빵류,빵류,난,100.00,1
427,D021051,과자 및 빵류,빵류,케이크(후르츠 과일),100.00,1
428,D021052,과자 및 빵류,빵류,롤케이크,100.00,1
429,D021054,과자 및 빵류,빵류,생크림 케이크(블루베리),100.00,1
430,D021056,과자 및 빵류,빵류,스펀지 케이크,100.00,1
431,D021057,과자 및 빵류,빵류,엔젤푸드 케이크,100.00,1
432,D021058,과자 및 빵류,빵류,초콜릿 케이크,100.00,1
433,D021059,과자 및 빵류,빵류,치즈 케이크,100.00,1
434,D021060,과자 및 빵류,빵류,파운드 케이크,100.00,1
435,D021061,과자 및 빵류,빵류,찹쌀빵(찹쌀도우넛),100.00,1
436,D021062,과자 및 빵류,빵류,호밀빵,100.00,1
437,D021063,과자 및 빵류,빵류,크로켓(감자),100.00,1
438,D021064,과자 및 빵류,빵류,크로켓(크림),100.00,1
439,D021065,과자 및 빵류,빵류,곶감토르띠야피자,84.00,7
440,D021066,과자 및 빵류,빵류,늙은 호박 찐빵,113.60,6
441,D021067,과자 및 빵류,빵류,달걀빵,184.40,8
442,D021068,과자 및 빵류,빵류,닭고기또띠아쌈(치킨타코),202.50,15
443,D021069,과자 및 빵류,빵류,메밀갈레트,228.85,17
444,D021070,과자 및 빵류,빵류,발효생햄줄줄이토스트,125.10,9
445,D021071,과자 및 빵류,빵류,보리브리또,226.50,14
446,D021072,과자 및 빵류,빵류,보리술빵,107.00,7
447,D021073,과자 및 빵류,빵류,보리카스텔라,85.10,8
448,D021074,과자 및 빵류,빵류,사과조림 샌드,112.20,10
449,D021075,과자 및 빵류,빵류,수수카나페,58.30,10
450,D021076,과자 및 빵류,빵류,쌀 파운드케이크,60.30,7
451,D021077,과자 및 빵류,빵류,오곡불고기부리토,173.00,20
452,D021078,과자 및 빵류,빵류,우리밀 옥수수빵,68.50,9
453,D021079,과자 및 빵류,빵류,율무밥크로켓,234.65,16
454,D021080,과자 및 빵류,빵류,채소쌀케익,130.30,12
455,D021081,과자 및 빵류,빵류,팥찹쌀떡팬케이크,107.20,9
456,D021082,과자 및 빵류,빵류,카스텔라케이크와 해독주스,345.00,10
457,D022001,과자 및 빵류,과자류,건빵,30.00,1
458,D022002,과자 및 빵류,과자류,"과자(스넥, 새우)",110.00,1
459,D022003,과자 및 빵류,과자류,과자(초코파이),85.00,1
460,D022004,과자 및 빵류,과자류,"멥쌀과자(튀밥, 팽화)",110.00,1
461,D022005,과자 및 빵류,과자류,"시리얼(옥수수, 아몬드)",110.00,1
462,D022006,과자 및 빵류,과자류,참깨과자(엿강정),10.00,1
463,D022007,과자 및 빵류,과자류,찹쌀과자(검정깨 다식),60.00,1
464,D022012,과자 및 빵류,과자류,깨엿강정,184.00,4
465,D022015,과자 및 빵류,과자류,모약과,2075.00,10
466,D022019,과자 및 빵류,과자류,인삼정과,365.00,4
467,D022024,과자 및 빵류,과자류,멥쌀과자,100.00,1
468,D022025,과자 및 빵류,과자류,멥쌀과자(쌀엿강정),100.00,1
469,D022026,과자 및 빵류,과자류,만주(밤),100.00,1
470,D022027,과자 및 빵류,과자류,모나카(과자),100.00,1
471,D022028,과자 및 빵류,과자류,하드 비스킷(과자),100.00,1
472,D022029,과자 및 빵류,과자류,소프트 비스킷(과자),100.00,1
473,D022030,과자 및 빵류,과자류,사과파이(과자),100.00,1
474,D022031,과자 및 빵류,과자류,전병(과자),100.00,1
475,D022032,과자 및 빵류,과자류,김전병(과자),100.00,1
476,D022033,과자 및 빵류,과자류,옥수수스넥(과자),100.00,1
477,D022034,과자 및 빵류,과자류,약과(과자),100.00,1
478,D022039,과자 및 빵류,과자류,바닐라 웨하스(과자),100.00,1
479,D022040,과자 및 빵류,과자류,초코볼(과자),100.00,1
480,D022041,과자 및 빵류,과자류,통밀쿠키(과자),100.00,1
481,D022042,과자 및 빵류,과자류,땅콩버터쿠키(과자),100.00,1
482,D022043,과자 및 빵류,과자류,초코칩쿠키(과자),100.00,1
483,D022044,과자 및 빵류,과자류,버터쿠키(과자),100.00,1
484,D022045,과자 및 빵류,과자류,크랙커(과자),100.00,1
485,D022046,과자 및 빵류,과자류,땅콩샌드 크랙커(과자),100.00,1
486,D022047,과자 및 빵류,과자류,치즈샌드 크랙커(과자),100.00,1
487,D022048,과자 및 빵류,과자류,채소 크랙커(과자),100.00,1
488,D022050,과자 및 빵류,과자류,뻥튀기(팽화),100.00,1
489,D022051,과자 및 빵류,과자류,마카로니(과자),100.00,1
490,D022052,과자 및 빵류,과자류,시리얼(옥수수),100.00,1
491,D022053,과자 및 빵류,과자류,시리얼(현미),100.00,1
492,D022054,과자 및 빵류,과자류,그래놀라(코코넛),100.00,1
493,D022055,과자 및 빵류,과자류,그래놀라(건조과일),100.00,1
494,D022056,과자 및 빵류,과자류,시리얼(쌀),100.00,1
495,D022057,과자 및 빵류,과자류,시리얼(코코아),100.00,1
496,D022058,과자 및 빵류,과자류,옥수수과자(강냉이),100.00,1
497,D022060,과자 및 빵류,과자류,찹쌀과자(송화다식),100.00,1
498,D022061,과자 및 빵류,과자류,찹쌀과자(산자),100.00,1
499,D022062,과자 및 빵류,과자류,찹쌀과자(유과),100.00,1
500,D022064,과자 및 빵류,과자류,"감자칩(과자,구운것)",100.00,1
501,D022065,과자 및 빵류,과자류,"감자칩(과자,튀긴것)",100.00,1
502,D022066,과자 및 빵류,과자류,풍선껌,100.00,1
503,D022067,과자 및 빵류,과자류,껌(무설탕),100.00,1
504,D022068,과자 및 빵류,과자류,엿(고구마),100.00,1
505,D022069,과자 및 빵류,과자류,사탕(마쉬멜로),100.00,1
506,D022070,과자 및 빵류,과자류,사탕(박하사탕),100.00,1
507,D022071,과자 및 빵류,과자류,사탕(버터),100.00,1
508,D022072,과자 및 빵류,과자류,사탕(땅콩),100.00,1
509,D022073,과자 및 빵류,과자류,팥 양갱,100.00,1
510,D022074,과자 및 빵류,과자류,젤리(구미),100.00,1
511,D022075,과자 및 빵류,과자류,초코바(땅콩 카라멜),100.00,1
512,D022076,과자 및 빵류,과자류,초코바(쿠키 카라멜),100.00,1
513,D022077,과자 및 빵류,과자류,초콜릿(다크),100.00,1
514,D022078,과자 및 빵류,과자류,초콜릿(땅콩),100.00,1
515,D022079,과자 및 빵류,과자류,초콜릿(크런치),100.00,1
516,D022080,과자 및 빵류,과자류,초콜릿(밀크 아몬드),100.00,1
517,D022081,과자 및 빵류,과자류,초콜릿(스위트),100.00,1
518,D022082,과자 및 빵류,과자류,초콜릿(화이트),100.00,1
519,D022083,과자 및 빵류,과자류,카라멜(밀크),100.00,1
520,D022084,과자 및 빵류,과자류,푸딩(커스터드),100.00,1
521,D022085,과자 및 빵류,과자류,강정,1932.00,13
522,D022086,과자 및 빵류,과자류,대추초,1153.00,8
523,D022087,과자 및 빵류,과자류,도라지정과,1344.00,4
524,D022088,과자 및 빵류,과자류,매작과,1153.00,8
525,D022089,과자 및 빵류,과자류,엿,11928.00,3
526,D022090,과자 및 빵류,과자류,콩엿강정,1143.00,6
527,D022091,과자 및 빵류,과자류,마늘바게트,100.00,1
528,D022092,과자 및 빵류,과자류,밀쌀스낵,100.00,1
529,D022093,과자 및 빵류,과자류,대추영양바,52.40,12
530,D022094,과자 및 빵류,과자류,보리하트쿠키,33.10,6
531,D022095,과자 및 빵류,과자류,오곡강정,43.00,10
532,D022096,과자 및 빵류,과자류,우리밀 시나몬초코칩쿠키,40.50,9
533,D022097,과자 및 빵류,과자류,호두땅콩크로캉,38.00,7
534,D022098,과자 및 빵류,과자류,효도강정,195.00,8
535,D031001,면 및 만두류,면류,국수장국,940.00,12
536,D031002,면 및 만두류,면류,도토리국수,842.00,10
537,D031003,면 및 만두류,면류,라면,719.00,3
538,D031004,면 및 만두류,면류,메밀국수,481.00,9
539,D031005,면 및 만두류,면류,물냉면,926.00,10
540,D031007,면 및 만두류,면류,비빔냉면,908.00,10
541,D031008,면 및 만두류,면류,소면,640.00,6
542,D031009,면 및 만두류,면류,수제비,689.00,9
543,D031010,면 및 만두류,면류,"수제비(계란, 소고기맛 조미료)",810.00,10
544,D031011,면 및 만두류,면류,열무김치국수,791.00,6
545,D031012,면 및 만두류,면류,우동,771.00,7
546,D031013,면 및 만두류,면류,유부국수,794.00,9
547,D031014,면 및 만두류,면류,잔치국수,641.00,8
548,D031015,면 및 만두류,면류,짜장면,423.00,11
549,D031016,면 및 만두류,면류,짬뽕,884.00,13
550,D031017,면 및 만두류,면류,쫄면,201.00,9
551,D031018,면 및 만두류,면류,칡냉면,356.00,13
552,D031019,면 및 만두류,면류,칼국수(닭고기),791.00,7
553,D031020,면 및 만두류,면류,칼국수(소고기),787.00,13
554,D031021,면 및 만두류,면류,콩국수,805.00,6
555,D031022,면 및 만두류,면류,회냉면(홍어),365.00,14
556,D031039,면 및 만두류,면류,메밀콧등치기,1324.00,14
557,D031045,면 및 만두류,면류,비빔국수,386.50,9
558,D031060,면 및 만두류,면류,"수제비(계란, 소고기맛 조미료)",649.90,11
559,D031061,면 및 만두류,면류,녹두 칼국수,432.50,6
560,D031062,면 및 만두류,면류,도토리온국수,497.80,15
561,D031063,면 및 만두류,면류,들깨수제비,527.00,10
562,D031064,면 및 만두류,면류,메밀국수김말이,165.75,12
563,D031065,면 및 만두류,면류,메밀샐러드국수,270.00,14
564,D031066,면 및 만두류,면류,메밀수제비,522.90,21
565,D031067,면 및 만두류,면류,수수들깨칼국수,496.50,16
566,D031068,면 및 만두류,면류,우엉비빔면,215.00,16
567,D031069,면 및 만두류,면류,풋콩국수,473.70,9
568,D031070,면 및 만두류,면류,간편콩국수,513.00,11
569,D031071,면 및 만두류,면류,삼겹살라면,205.00,9
570,D031072,면 및 만두류,면류,오색볶음면,232.00,12
571,D031073,면 및 만두류,면류,토마토라면,458.00,11
572,D031074,면 및 만두류,면류,다이어트국수,628.00,10
573,D031075,면 및 만두류,면류,닭갈비볶음면,338.00,13
574,D031076,면 및 만두류,면류,로제소스라면,546.00,13
575,D031077,면 및 만두류,면류,열무곤약국수,438.00,8
576,D031078,면 및 만두류,면류,까르보나라뇨끼,618.00,13
577,D031079,면 및 만두류,면류,열무김치파스타,347.00,11
578,D031080,면 및 만두류,면류,유자샐러드라면,148.00,9
579,D031081,면 및 만두류,면류,황태포당면국수,254.10,15
580,D031082,면 및 만두류,면류,간장곤약볶음국수,402.00,11
581,D031083,면 및 만두류,면류,바나나크림파스타,819.00,12
582,D031084,면 및 만두류,면류,토마토샐러드라면,279.10,14
583,D031085,면 및 만두류,면류,토마토스프파스타,512.00,13
584,D031086,면 및 만두류,면류,얼큰 콩나물 수제비,207.00,6
585,D031087,면 및 만두류,면류,감자칼국수,185.30,13
586,D031088,면 및 만두류,면류,계란잔치국수,93.00,13
587,D031089,면 및 만두류,면류,골뱅이비빔면,157.50,14
588,D031090,면 및 만두류,면류,까르보나라스파게티,198.32,13
589,D031091,면 및 만두류,면류,꼬치어묵우동,193.50,13
590,D031092,면 및 만두류,면류,달걀스파게티피자,289.60,15
591,D031093,면 및 만두류,면류,닭고기와사랑에빠진수제비,151.50,13
592,D031094,면 및 만두류,면류,돼지고기김치크림파스타,157.40,15
593,D031095,면 및 만두류,면류,들깨버섯칼국수,158.50,15
594,D031096,면 및 만두류,면류,들깨인삼칼국수,166.00,13
595,D031097,면 및 만두류,면류,들깨칼국수,109.00,10
596,D031098,면 및 만두류,면류,로제크림파스타,142.31,12
597,D031099,면 및 만두류,면류,로제파스타,141.30,10
598,D031100,면 및 만두류,면류,매생이칼국수,103.52,8
599,D031101,면 및 만두류,면류,메밀막국수,90.50,8
600,D031102,면 및 만두류,면류,메밀비빔국수,84.00,13
601,D031103,면 및 만두류,면류,멸치튀김잔치국수,146.52,13
602,D031104,면 및 만두류,면류,미나리봉골레파스타,134.10,8
603,D031105,면 및 만두류,면류,미나리해물파스타,125.00,11
604,D031106,면 및 만두류,면류,미니김치말이국수,191.00,9
605,D031107,면 및 만두류,면류,미니양지쌀국수,132.50,9
606,D031108,면 및 만두류,면류,미니우동,40.10,7
607,D031109,면 및 만두류,면류,미니잔치국수,73.00,10
608,D031110,면 및 만두류,면류,미니홍합국수,105.00,10
609,D031111,면 및 만두류,면류,미트볼스파게티,103.00,7
610,D031112,면 및 만두류,면류,미트스파게티,245.50,15
611,D031113,면 및 만두류,면류,바지락칼국수,86.50,9
612,D031114,면 및 만두류,면류,버섯우동면굴소스볶음,156.50,9
613,D031115,면 및 만두류,면류,버섯칼국수,165.30,18
614,D031116,면 및 만두류,면류,베이컨로제파스타,125.90,10
615,D031117,면 및 만두류,면류,베이컨크림스파게티,172.32,13
616,D031118,면 및 만두류,면류,베이컨크림파스타,198.02,10
617,D031119,면 및 만두류,면류,볶음우동,155.61,19
618,D031120,면 및 만두류,면류,블랙 크림파스타,145.00,6
619,D031121,면 및 만두류,면류,삼색수제비,58.00,11
620,D031122,면 및 만두류,면류,삼선자장면,143.02,14
621,D031123,면 및 만두류,면류,새우볶음우동,124.10,13
622,D031124,면 및 만두류,면류,새우크림스파게티,97.10,10
623,D031125,면 및 만두류,면류,새우크림파스타,147.10,10
624,D031126,면 및 만두류,면류,새우튀김우동,186.00,9
625,D031127,면 및 만두류,면류,소고기양지쌀국수,124.50,11
626,D031128,면 및 만두류,면류,쌀국수,141.10,8
627,D031129,면 및 만두류,면류,애호박닭칼국수,150.21,17
628,D031130,면 및 만두류,면류,어린이쌀국수,71.80,12
629,D031131,면 및 만두류,면류,어묵우동,60.60,9
630,D031132,면 및 만두류,면류,열무물국수,292.00,9
631,D031133,면 및 만두류,면류,온면&amp;양념장,138.40,14
632,D031134,면 및 만두류,면류,우무묵콩국수,215.80,10
633,D031135,면 및 만두류,면류,유부우동,90.89,11
634,D031136,면 및 만두류,면류,장칼국수,177.10,16
635,D031137,면 및 만두류,면류,쟁반짜장면,286.20,11
636,D031138,면 및 만두류,면류,채소짬뽕,275.00,12
637,D031139,면 및 만두류,면류,채식토마토파스타,210.20,11
638,D031140,면 및 만두류,면류,초계냉국수,379.00,11
639,D031141,면 및 만두류,면류,콩나물 비빔면,433.75,8
640,D031142,면 및 만두류,면류,크림파스타,218.02,10
641,D031143,면 및 만두류,면류,토마토파스타,87.20,9
642,D031144,면 및 만두류,면류,토마토해물파스타,208.00,13
643,D031145,면 및 만두류,면류,팥칼국수,147.00,4
644,D031146,면 및 만두류,면류,해물칼국수,60.30,10
645,D031147,면 및 만두류,면류,호박칼국수,138.30,13
646,D032001,면 및 만두류,만두류,군만두(초간장포함),19.00,5
647,D032002,면 및 만두류,만두류,김치만두,180.00,10
648,D032003,면 및 만두류,만두류,"떡만둣국(김치만두, 멸치)",829.00,8
649,D032004,면 및 만두류,만두류,"떡만둣국(김치만두, 소고기)",880.00,10
650,D032005,면 및 만두류,만두류,"떡만둣국(닭고기만두, 멸치)",834.00,17
651,D032006,면 및 만두류,만두류,"떡만둣국(돼지고기만두, 멸치)",834.00,17
652,D032007,면 및 만두류,만두류,만둣국,801.00,8
653,D032011,면 및 만두류,만두류,채만두,874.00,9
654,D032017,면 및 만두류,만두류,만두,759.00,10
655,D032018,면 및 만두류,만두류,버섯만두,82.45,11
656,D040001,죽류,죽류,감자죽,111.00,5
657,D040002,죽류,죽류,깨죽,61.00,3
658,D040003,죽류,죽류,닭죽,286.00,7
659,D040004,죽류,죽류,버섯죽,104.00,6
660,D040005,죽류,죽류,새우죽,101.00,4
661,D040006,죽류,죽류,소고기죽,81.00,3
662,D040007,죽류,죽류,소라죽,91.00,10
663,D040008,죽류,죽류,수수죽,61.00,3
664,D040009,죽류,죽류,야채죽,121.00,8
665,D040010,죽류,죽류,잣죽,63.00,3
666,D040011,죽류,죽류,전복죽,83.00,5
667,D040012,죽류,죽류,콩죽,127.00,4
668,D040014,죽류,죽류,호박죽,118.00,5
669,D040015,죽류,죽류,흰죽,315.00,1
670,D040022,죽류,죽류,녹두죽,3972.00,3
671,D040041,죽류,죽류,옥수수채소죽,2015.00,4
672,D040043,죽류,죽류,인삼어죽,3475.00,11
673,D040049,죽류,죽류,팥죽,486.00,3
674,D040052,죽류,죽류,호두죽,296.00,4
675,D040057,죽류,죽류,전복죽,249.30,5
676,D040058,죽류,죽류,전복죽,370.70,5
677,D040059,죽류,죽류,버섯죽,283.80,6
678,D040060,죽류,죽류,야채죽,202.60,9
679,D040061,죽류,죽류,닭죽,220.20,8
680,D040062,죽류,죽류,소고기죽,306.00,3
681,D040063,죽류,죽류,미음(백미),100.00,1
682,D040064,죽류,죽류,미음(현미),100.00,1
683,D040065,죽류,죽류,흰죽(현미),100.00,1
684,D040066,죽류,죽류,율무죽,100.00,1
685,D040067,죽류,죽류,참깨죽,100.00,1
686,D040068,죽류,죽류,단호박타락죽,168.00,6
687,D040069,죽류,죽류,대추죽,300.80,8
688,D040070,죽류,죽류,브로콜리 타락죽,332.20,10
689,D040071,죽류,죽류,세발나물기장죽,367.35,12
690,D040072,죽류,죽류,전복보리죽,307.50,7
691,D040073,죽류,죽류,팥스프,188.80,7
692,D040074,죽류,죽류,황태 된장 누룽지 죽,285.00,9
693,D040075,죽류,죽류,호박죽,473.00,8
694,D040076,죽류,죽류,미역전복죽,221.00,7
695,D040077,죽류,죽류,새우아욱죽,210.00,5
